variable_name,value,value_label
MERIT4_5,1.0,Strongly agree
MERIT4_5,2.0,Agree
MERIT4_5,3.0,Neither agree or disagree
MERIT4_5,4.0,Disagree
MERIT4_5,5.0,Strongly disagree
MERIT4_6,-1.0,Skipped
MERIT4_6,1.0,Strongly agree
MERIT4_6,2.0,Agree
MERIT4_6,3.0,Neither agree or disagree
MERIT4_6,4.0,Disagree
MERIT4_6,5.0,Strongly disagree
MERIT4_7,-1.0,Skipped
MERIT4_7,1.0,Strongly agree
MERIT4_7,2.0,Agree
MERIT4_7,3.0,Neither agree or disagree
MERIT4_7,4.0,Disagree
MERIT4_7,5.0,Strongly disagree
WRACEPRE1,-1.0,Skipped
WRACEPRE1,1.0,0 -Not prejudiced at all
WRACEPRE1,2.0,1
WRACEPRE1,3.0,2
WRACEPRE1,4.0,3
WRACEPRE1,5.0,4
WRACEPRE1,6.0,5
WRACEPRE1,7.0,6
WRACEPRE1,8.0,7
WRACEPRE1,9.0,8
WRACEPRE1,10.0,9
WRACEPRE1,11.0,10 – Extremely prejudiced
WRACEPRE2,-1.0,Skipped
WRACEPRE2,1.0,0 -Not prejudiced at all
WRACEPRE2,2.0,1
WRACEPRE2,3.0,2
WRACEPRE2,4.0,3
WRACEPRE2,5.0,4
WRACEPRE2,6.0,5
WRACEPRE2,7.0,6
WRACEPRE2,8.0,7
WRACEPRE2,9.0,8
WRACEPRE2,10.0,9
WRACEPRE2,11.0,10 – Extremely prejudiced
BRACEPRE1,-1.0,Skipped
BRACEPRE1,1.0,0 -Not prejudiced at all
BRACEPRE1,2.0,1
BRACEPRE1,3.0,2
BRACEPRE1,4.0,3
BRACEPRE1,5.0,4
BRACEPRE1,6.0,5
BRACEPRE1,7.0,6
BRACEPRE1,8.0,7
BRACEPRE1,9.0,8
BRACEPRE1,10.0,9
BRACEPRE1,11.0,10 – Extremely prejudiced
BRACEPRE2,-1.0,Skipped
BRACEPRE2,1.0,0 -Not prejudiced at all
BRACEPRE2,2.0,1
BRACEPRE2,3.0,2
BRACEPRE2,4.0,3
BRACEPRE2,5.0,4
BRACEPRE2,6.0,5
BRACEPRE2,7.0,6
BRACEPRE2,8.0,7
BRACEPRE2,9.0,8
BRACEPRE2,10.0,9
BRACEPRE2,11.0,10 – Extremely prejudiced
WRTA_1,-1.0,Skipped
WRTA_1,1.0,Strongly disagree
WRTA_1,2.0,Disagree
WRTA_1,3.0,Neither agree nor disagree
WRTA_1,4.0,Agree
WRTA_1,5.0,Strongly agree
WRTA_2,-1.0,Skipped
WRTA_2,1.0,Strongly disagree
WRTA_2,2.0,Disagree
WRTA_2,3.0,Neither agree nor disagree
WRTA_2,4.0,Agree
WRTA_2,5.0,Strongly agree
WRTA_3,-1.0,Skipped
WRTA_3,1.0,Strongly disagree
WRTA_3,2.0,Disagree
WRTA_3,3.0,Neither agree nor disagree
WRTA_3,4.0,Agree
WRTA_3,5.0,Strongly agree
WRTA_4,-1.0,Skipped
WRTA_4,1.0,Strongly disagree
WRTA_4,2.0,Disagree
WRTA_4,3.0,Neither agree nor disagree
WRTA_4,4.0,Agree
WRTA_4,5.0,Strongly agree
AARTW_1,-1.0,Skipped
AARTW_1,1.0,Strongly disagree
AARTW_1,2.0,Disagree
AARTW_1,3.0,Neither agree nor disagree
AARTW_1,4.0,Agree
AARTW_1,5.0,Strongly agree
AARTW_2,-1.0,Skipped
AARTW_2,1.0,Strongly disagree
AARTW_2,2.0,Disagree
AARTW_2,3.0,Neither agree nor disagree
AARTW_2,4.0,Agree
AARTW_2,5.0,Strongly agree
AARTW_3,-1.0,Skipped
AARTW_3,1.0,Strongly disagree
AARTW_3,2.0,Disagree
AARTW_3,3.0,Neither agree nor disagree
AARTW_3,4.0,Agree
AARTW_3,5.0,Strongly agree
AARTW_4,-1.0,Skipped
AARTW_4,1.0,Strongly disagree
AARTW_4,2.0,Disagree
AARTW_4,3.0,Neither agree nor disagree
AARTW_4,4.0,Agree
AARTW_4,5.0,Strongly agree
WD2_1,-1.0,Skipped
WD2_1,1.0,Strongly disagree
WD2_1,2.0,Disagree
WD2_1,3.0,Neither agree nor disagree
WD2_1,4.0,Agree
WD2_1,5.0,Strongly agree
WD2_2,-1.0,Skipped
WD2_2,1.0,Strongly disagree
WD2_2,2.0,Disagree
WD2_2,3.0,Neither agree nor disagree
WD2_2,4.0,Agree
WD2_2,5.0,Strongly agree
WD2_3,-1.0,Skipped
WD2_3,1.0,Strongly disagree
WD2_3,2.0,Disagree
WD2_3,3.0,Neither agree nor disagree
WD2_3,4.0,Agree
WD2_3,5.0,Strongly agree
WD2_4,-1.0,Skipped
WD2_4,1.0,Strongly disagree
WD2_4,2.0,Disagree
WD2_4,3.0,Neither agree nor disagree
WD2_4,4.0,Agree
WD2_4,5.0,Strongly agree
WD3_1,-1.0,Skipped
WD3_1,1.0,Strongly disagree
WD3_1,2.0,Disagree
WD3_1,3.0,Neither agree nor disagree
WD3_1,4.0,Agree
WD3_1,5.0,Strongly agree
WD3_2,-1.0,Skipped
WD3_2,1.0,Strongly disagree
WD3_2,2.0,Disagree
WD3_2,3.0,Neither agree nor disagree
WD3_2,4.0,Agree
WD3_2,5.0,Strongly agree
WD3_3,-1.0,Skipped
WD3_3,1.0,Strongly disagree
WD3_3,2.0,Disagree
WD3_3,3.0,Neither agree nor disagree
WD3_3,4.0,Agree
WD3_3,5.0,Strongly agree
WD3_4,-1.0,Skipped
WD3_4,1.0,Strongly disagree
WD3_4,2.0,Disagree
WD3_4,3.0,Neither agree nor disagree
WD3_4,4.0,Agree
WD3_4,5.0,Strongly agree
WD3_5,-1.0,Skipped
WD3_5,1.0,Strongly disagree
WD3_5,2.0,Disagree
WD3_5,3.0,Neither agree nor disagree
WD3_5,4.0,Agree
WD3_5,5.0,Strongly agree
WD3_6,-1.0,Skipped
WD3_6,1.0,Strongly disagree
WD3_6,2.0,Disagree
WD3_6,3.0,Neither agree nor disagree
WD3_6,4.0,Agree
WD3_6,5.0,Strongly agree
WD3_7,-1.0,Skipped
WD3_7,1.0,Strongly disagree
WD3_7,2.0,Disagree
WD3_7,3.0,Neither agree nor disagree
WD3_7,4.0,Agree
WD3_7,5.0,Strongly agree
KNOWCIV1_MC,-1.0,Skipped
KNOWCIV1_MC,1.0,The vice president
KNOWCIV1_MC,2.0,The president
KNOWCIV1_MC,3.0,The Senate majority leader
KNOWCIV1_MC,4.0,The Senate parliamentarian
KNOWCIV1_TF,-1.0,Skipped
KNOWCIV1_TF,1.0,True
KNOWCIV1_TF,2.0,False
KNOWCIV2_MC,-1.0,Skipped
KNOWCIV2_MC,1.0,25
KNOWCIV2_MC,2.0,50
KNOWCIV2_MC,3.0,51
KNOWCIV2_MC,4.0,60
KNOWCIV2_MC,5.0,70
KNOWCIV2_TF,-1.0,Skipped
KNOWCIV2_TF,1.0,True
KNOWCIV2_TF,2.0,False
KNOWCIV3_MC,-1.0,Skipped
KNOWCIV3_MC,1.0,Freedom of speech
KNOWCIV3_MC,2.0,Freedom of assembly
KNOWCIV3_MC,3.0,Freedom of press
KNOWCIV3_MC,4.0,Freedom of voting
KNOWCIV3_TF,-1.0,Skipped
KNOWCIV3_TF,1.0,True
KNOWCIV3_TF,2.0,False
KNOWCIV4_MC,-1.0,Skipped
KNOWCIV4_MC,1.0,Sign or veto bills
KNOWCIV4_MC,2.0,Declare war
KNOWCIV4_MC,3.0,Ratify treaties
KNOWCIV4_MC,4.0,Make changes to taxes
KNOWCIV4_TF,-1.0,Skipped
KNOWCIV4_TF,1.0,True
KNOWCIV4_TF,2.0,False
KNOWCIV5_MC,-1.0,Skipped
KNOWCIV5_MC,1.0,To provide an organized system of rule.
KNOWCIV5_MC,2.0,To secure the unalienable rights of its citizens.
KNOWCIV5_MC,3.0,To ensure all citizens are skilled and productive.
KNOWCIV5_MC,4.0,To take responsibility for managing the lives of its citizens.
KNOWCIV5_TF,-1.0,Skipped
KNOWCIV5_TF,1.0,True
KNOWCIV5_TF,2.0,False
KNOWCIV6_MC,-1.0,Skipped
KNOWCIV6_MC,1.0,The Spanish-American War
KNOWCIV6_MC,2.0,The American Revolutionary War
KNOWCIV6_MC,3.0,The Civil War
KNOWCIV6_MC,4.0,World War I
KNOWCIV6_TF,-1.0,Skipped
KNOWCIV6_TF,1.0,True
KNOWCIV6_TF,2.0,False
COMP_ECON,-1.0,Skipped
COMP_ECON,1.0,The economic system in this country unfairly favors powerful interests
COMP_ECON,2.0,The economic system in this country is generally fair to most Americans
COMP_GOVT,-1.0,Skipped
COMP_GOVT,1.0,Government is almost always wasteful and inefficient
COMP_GOVT,2.0,Government often does a better job than people give it credit for
COMP_JURY,-1.0,Skipped
COMP_JURY,1.0,It is extremely important for everyone to participate in jury duty when called upon
COMP_JURY,2.0,"Even if important, participating in jury duty is mostly a waste of time"
ATALENTS1,-1.0,Skipped
ATALENTS1,1.0,Ability to change
ATALENTS1,2.0,Reliance on long-standing principles
ATALENTS2,-1.0,Skipped
ATALENTS2,1.0,Democratic system of government
ATALENTS2,2.0,Free-market system of business
ATALENTS3,-1.0,Skipped
ATALENTS3,1.0,Freedoms afforded in the Constitution
ATALENTS3,2.0,Ability to constrain some freedoms for the greater good
DEMO_INVEST_Fed_1_1,-1.0,Skipped
DEMO_INVEST_Fed_2_1,-1.0,Skipped
DEMO_INVEST_Fed_3_1,-1.0,Skipped
DEMO_INVEST_Fed_4_1,-1.0,Skipped
DEMO_INVEST_Fed_5_1,-1.0,Skipped
DEMO_INVEST_Fed_6_1,-1.0,Skipped
DEMO_INVEST_Fed_7_1,-1.0,Skipped
DEMO_INVEST_Fed_8_1,-1.0,Skipped
DEMO_INVEST_Fed_9_1,-1.0,Skipped
DEMO_INVEST_Fed_10_1,-1.0,Skipped
DEMO_INVEST_State_1_1,-1.0,Skipped
DEMO_INVEST_State_2_1,-1.0,Skipped
DEMO_INVEST_State_3_1,-1.0,Skipped
DEMO_INVEST_State_4_1,-1.0,Skipped
DEMO_INVEST_State_5_1,-1.0,Skipped
DEMO_INVEST_State_6_1,-1.0,Skipped
DEMO_INVEST_State_7_1,-1.0,Skipped
DEMO_INVEST_State_8_1,-1.0,Skipped
DEMO_INVEST_State_9_1,-1.0,Skipped
DEMO_INVEST_State_10_1,-1.0,Skipped
DEMO_INVEST_Local_1_1,-1.0,Skipped
DEMO_INVEST_Local_2_1,-1.0,Skipped
DEMO_INVEST_Local_3_1,-1.0,Skipped
DEMO_INVEST_Local_4_1,-1.0,Skipped
DEMO_INVEST_Local_5_1,-1.0,Skipped
DEMO_INVEST_Local_6_1,-1.0,Skipped
DEMO_INVEST_Local_7_1,-1.0,Skipped
DEMO_INVEST_Local_8_1,-1.0,Skipped
DEMO_INVEST_Local_9_1,-1.0,Skipped
DEMO_INVEST_Local_10_1,-1.0,Skipped
PID1,-1.0,Skipped
PID1,1.0,Democrat
PID1,2.0,Republican
PID1,3.0,Independent
PID1,4.0,Something else
PID2,-1.0,Skipped
PID2,1.0,The Democratic Party
PID2,2.0,The Republican Party
partyid4,-2.0,Not asked
partyid4,-1.0,Refused
partyid4,1.0,Republican
partyid4,2.0,Democrat
partyid4,3.0,Independent
partyid4,4.0,Something else
DOV_PID5_WV1_WV2,1.0,Republican
DOV_PID5_WV1_WV2,2.0,Lean Republican
DOV_PID5_WV1_WV2,3.0,Not lean/refused
DOV_PID5_WV1_WV2,4.0,Lean Democrat
DOV_PID5_WV1_WV2,5.0,Democrat
DOV_Respect,1.0,Federal
DOV_Respect,2.0,State
DOV_Respect,3.0,Local
DOV_Trust,1.0,Federal
DOV_Trust,2.0,State
DOV_Trust,3.0,Local
DOV_Trust_2,1.0,Qa_CONWATER
DOV_Trust_2,2.0,Qb_CONCYBER
DOV_Trust_2,3.0,Qc_CONHEALTH
DOV_VCOMPA1,1.0,Federal
DOV_VCOMPA1,2.0,State
DOV_VCOMPA1,3.0,Local
DOV_MERIT4,1.0,1
DOV_MERIT4,2.0,2
DOV_MERIT4,3.0,3
DOV_MERIT4,4.0,4
DOV_MERIT4,5.0,5
DOV_MERIT4,6.0,6
DOV_MERIT4,7.0,7
DOV_Dollar,1.0,Federal
DOV_Dollar,2.0,State
DOV_Dollar,3.0,Local
TROUBDEMOC,1.0, 1
TROUBDEMOC,2.0,2
TROUBDEMOC,3.0,3
TROUBDEMOD,1.0, 1
TROUBDEMOD,2.0,2
TROUBDEMOD,3.0,3
TROUBDEMOE,1.0, 1
TROUBDEMOE,2.0,2
TROUBDEMOE,3.0,3
ppethm_345_1,1.0,1
ppethm_345_2,1.0,1
KNOWCIV1_MC_quota,1.0,1
KNOWCIV1_TF_quota,1.0,1
KNOWCIV2_MC_quota,1.0,1
KNOWCIV2_TF_quota,1.0,1
KNOWCIV3_MC_quota,1.0,1
KNOWCIV3_TF_quota,1.0,1
KNOWCIV4_MC_quota,1.0,1
KNOWCIV4_TF_quota,1.0,1
KNOWCIV5_MC_quota,1.0,1
KNOWCIV5_TF_quota,1.0,1
KNOWCIV6_MC_quota,1.0,1
KNOWCIV6_TF_quota,1.0,1
W2_HUMFL1,-1.0,Skipped
W2_HUMFL1,0.0,0 - Extremely negative (Unhappy)
W2_HUMFL1,1.0,1
W2_HUMFL1,2.0,2
W2_HUMFL1,3.0,3 - Somewhat negative (Unhappy)
W2_HUMFL1,4.0,4
W2_HUMFL1,5.0,5 - Neither
W2_HUMFL1,6.0,6
W2_HUMFL1,7.0,7 - Somewhat positive (Happy)
W2_HUMFL1,8.0,8
W2_HUMFL1,9.0,9
W2_HUMFL1,10.0,10 - Extremely positive (Happy)
W2_HUMFL2,-1.0,Skipped
W2_HUMFL2,0.0,0 - Not at all worthwhile
W2_HUMFL2,1.0,1
W2_HUMFL2,2.0,2
W2_HUMFL2,3.0,3 - Not very worthwhile
W2_HUMFL2,4.0,4
W2_HUMFL2,5.0,5 - Neither
W2_HUMFL2,6.0,6
W2_HUMFL2,7.0,7 - Somewhat worthwhile
W2_HUMFL2,8.0,8
W2_HUMFL2,9.0,9
W2_HUMFL2,10.0,10 - Completely worthwhile
W2_HUMFL3_1,-1.0,Skipped
W2_HUMFL3_1,1.0,0 - Not true of me
W2_HUMFL3_1,2.0,1
W2_HUMFL3_1,3.0,2
W2_HUMFL3_1,4.0,3 - Not very true of me
W2_HUMFL3_1,5.0,4
W2_HUMFL3_1,6.0,5 - Neither
W2_HUMFL3_1,7.0,6
W2_HUMFL3_1,8.0,7 - Somewhat true of me
W2_HUMFL3_1,9.0,8
W2_HUMFL3_1,10.0,9
W2_HUMFL3_1,11.0,10 - Completely true of me
W2_HUMFL3_2,-1.0,Skipped
W2_HUMFL3_2,1.0,0 - Not true of me
W2_HUMFL3_2,2.0,1
W2_HUMFL3_2,3.0,2
W2_HUMFL3_2,4.0,3 - Not very true of me
W2_HUMFL3_2,5.0,4
W2_HUMFL3_2,6.0,5 - Neither
W2_HUMFL3_2,7.0,6
W2_HUMFL3_2,8.0,7 - Somewhat true of me
W2_HUMFL3_2,9.0,8
W2_HUMFL3_2,10.0,9
W2_HUMFL3_2,11.0,10 - Completely true of me
W2_HUMFL3_3,-1.0,Skipped
W2_HUMFL3_3,1.0,0 - Not true of me
W2_HUMFL3_3,2.0,1
W2_HUMFL3_3,3.0,2
W2_HUMFL3_3,4.0,3 - Not very true of me
W2_HUMFL3_3,5.0,4
W2_HUMFL3_3,6.0,5 - Neither
W2_HUMFL3_3,7.0,6
W2_HUMFL3_3,8.0,7 - Somewhat true of me
W2_HUMFL3_3,9.0,8
W2_HUMFL3_3,10.0,9
W2_HUMFL3_3,11.0,10 - Completely true of me
W2_HUMFL6_1,-1.0,Skipped
W2_HUMFL6_1,1.0,0 - Worry all of the time
W2_HUMFL6_1,2.0,1
W2_HUMFL6_1,3.0,2
W2_HUMFL6_1,4.0,3 - Worry a lot of the time
W2_HUMFL6_1,5.0,4
W2_HUMFL6_1,6.0,5 - Neither
W2_HUMFL6_1,7.0,6
W2_HUMFL6_1,8.0,7 - Worry some of the time
W2_HUMFL6_1,9.0,8
W2_HUMFL6_1,10.0,9
W2_HUMFL6_1,11.0,10 - Do not ever worry
W2_HUMFL6_2,-1.0,Skipped
W2_HUMFL6_2,1.0,0 - Worry all of the time
W2_HUMFL6_2,2.0,1
W2_HUMFL6_2,3.0,2
W2_HUMFL6_2,4.0,3 - Worry a lot of the time
W2_HUMFL6_2,5.0,4
W2_HUMFL6_2,6.0,5 - Neither
W2_HUMFL6_2,7.0,6
W2_HUMFL6_2,8.0,7 - Worry some of the time
W2_HUMFL6_2,9.0,8
W2_HUMFL6_2,10.0,9
W2_HUMFL6_2,11.0,10 - Do not ever worry
W2_Fed_Respect,-1.0,Skipped
W2_Fed_Respect,1.0,No respect at all
W2_Fed_Respect,2.0,A little respect
W2_Fed_Respect,3.0,A fair amount of respect
W2_Fed_Respect,4.0,A great deal of respect
W2_State_Respect,-1.0,Skipped
W2_State_Respect,1.0,No respect at all
W2_State_Respect,2.0,A little respect
W2_State_Respect,3.0,A fair amount of respect
W2_State_Respect,4.0,A great deal of respect
W2_Local_Respect,-1.0,Skipped
W2_Local_Respect,1.0,No respect at all
W2_Local_Respect,2.0,A little respect
W2_Local_Respect,3.0,A fair amount of respect
W2_Local_Respect,4.0,A great deal of respect
W2_Media_1,-1.0,Skipped
W2_Media_1,1.0,Never
W2_Media_1,2.0,Rarely
W2_Media_1,3.0,Sometimes
W2_Media_1,4.0,Fairly often
W2_Media_1,5.0,Every day
W2_Media_2,-1.0,Skipped
W2_Media_2,1.0,Never
W2_Media_2,2.0,Rarely
W2_Media_2,3.0,Sometimes
W2_Media_2,4.0,Fairly often
W2_Media_2,5.0,Every day
W2_Media_3,-1.0,Skipped
W2_Media_3,1.0,Never
W2_Media_3,2.0,Rarely
W2_Media_3,3.0,Sometimes
W2_Media_3,4.0,Fairly often
W2_Media_3,5.0,Every day
W2_Media_4,-1.0,Skipped
W2_Media_4,1.0,Never
W2_Media_4,2.0,Rarely
W2_Media_4,3.0,Sometimes
W2_Media_4,4.0,Fairly often
W2_Media_4,5.0,Every day
W2_Media_5,-1.0,Skipped
W2_Media_5,1.0,Never
W2_Media_5,2.0,Rarely
W2_Media_5,3.0,Sometimes
W2_Media_5,4.0,Fairly often
W2_Media_5,5.0,Every day
W2_Media_6,-1.0,Skipped
W2_Media_6,1.0,Never
W2_Media_6,2.0,Rarely
W2_Media_6,3.0,Sometimes
W2_Media_6,4.0,Fairly often
W2_Media_6,5.0,Every day
W2_Media_7,-1.0,Skipped
W2_Media_7,1.0,Never
W2_Media_7,2.0,Rarely
W2_Media_7,3.0,Sometimes
W2_Media_7,4.0,Fairly often
W2_Media_7,5.0,Every day
W2_Media_8,-1.0,Skipped
W2_Media_8,1.0,Never
W2_Media_8,2.0,Rarely
W2_Media_8,3.0,Sometimes
W2_Media_8,4.0,Fairly often
W2_Media_8,5.0,Every day
W2_Media_9,-1.0,Skipped
W2_Media_9,1.0,Never
W2_Media_9,2.0,Rarely
W2_Media_9,3.0,Sometimes
W2_Media_9,4.0,Fairly often
W2_Media_9,5.0,Every day
W2_Media_10,-1.0,Skipped
W2_Media_10,1.0,Never
W2_Media_10,2.0,Rarely
W2_Media_10,3.0,Sometimes
W2_Media_10,4.0,Fairly often
W2_Media_10,5.0,Every day
W2_Media_11,-1.0,Skipped
W2_Media_11,1.0,Never
W2_Media_11,2.0,Rarely
W2_Media_11,3.0,Sometimes
W2_Media_11,4.0,Fairly often
W2_Media_11,5.0,Every day
W2_Interest_1_1,-1.0,Skipped
W2_Interest_1_1,1.0,None at all
W2_Interest_1_1,2.0,A little
W2_Interest_1_1,3.0,A fair amount
W2_Interest_1_1,4.0,A lot
W2_Interest_1_2,-1.0,Skipped
W2_Interest_1_2,1.0,None at all
W2_Interest_1_2,2.0,A little
W2_Interest_1_2,3.0,A fair amount
W2_Interest_1_2,4.0,A lot
W2_Interest_1_3,-1.0,Skipped
W2_Interest_1_3,1.0,None at all
W2_Interest_1_3,2.0,A little
W2_Interest_1_3,3.0,A fair amount
W2_Interest_1_3,4.0,A lot
W2_Interest_1_4,-1.0,Skipped
W2_Interest_1_4,1.0,None at all
W2_Interest_1_4,2.0,A little
W2_Interest_1_4,3.0,A fair amount
W2_Interest_1_4,4.0,A lot
W2_Interest_1_5,-1.0,Skipped
W2_Interest_1_5,1.0,None at all
W2_Interest_1_5,2.0,A little
W2_Interest_1_5,3.0,A fair amount
W2_Interest_1_5,4.0,A lot
W2_Interest_1_6,-1.0,Skipped
W2_Interest_1_6,1.0,None at all
W2_Interest_1_6,2.0,A little
W2_Interest_1_6,3.0,A fair amount
W2_Interest_1_6,4.0,A lot
W2_Interest_1_7,-1.0,Skipped
W2_Interest_1_7,1.0,None at all
W2_Interest_1_7,2.0,A little
W2_Interest_1_7,3.0,A fair amount
W2_Interest_1_7,4.0,A lot
W2_Interest_1_8,-1.0,Skipped
W2_Interest_1_8,1.0,None at all
W2_Interest_1_8,2.0,A little
W2_Interest_1_8,3.0,A fair amount
W2_Interest_1_8,4.0,A lot
W2_Interest_1_9,-1.0,Skipped
W2_Interest_1_9,1.0,None at all
W2_Interest_1_9,2.0,A little
W2_Interest_1_9,3.0,A fair amount
W2_Interest_1_9,4.0,A lot
W2_Interest_1_10,-1.0,Skipped
W2_Interest_1_10,1.0,None at all
W2_Interest_1_10,2.0,A little
W2_Interest_1_10,3.0,A fair amount
W2_Interest_1_10,4.0,A lot
W2_Interest_1_11,-1.0,Skipped
W2_Interest_1_11,1.0,None at all
W2_Interest_1_11,2.0,A little
W2_Interest_1_11,3.0,A fair amount
W2_Interest_1_11,4.0,A lot
W2_Fed_Trust,-1.0,Skipped
W2_Fed_Trust,1.0,No trust at all
W2_Fed_Trust,2.0,A little trust
W2_Fed_Trust,3.0,A fair amount
W2_Fed_Trust,4.0,A great deal of trust
W2_State_Trust,-1.0,Skipped
W2_State_Trust,1.0,No trust at all
W2_State_Trust,2.0,A little trust
W2_State_Trust,3.0,A fair amount
W2_State_Trust,4.0,A great deal of trust
W2_Local_Trust,-1.0,Skipped
W2_Local_Trust,1.0,No trust at all
W2_Local_Trust,2.0,A little trust
W2_Local_Trust,3.0,A fair amount
W2_Local_Trust,4.0,A great deal of trust
W2_Qa_CONWATER_1,-1.0,Skipped
W2_Qa_CONWATER_1,1.0,Not at all supportive
W2_Qa_CONWATER_1,2.0,Unsupportive
W2_Qa_CONWATER_1,3.0,Neither unsupportive nor supportive
W2_Qa_CONWATER_1,4.0,Supportive
W2_Qa_CONWATER_1,5.0,Very supportive
W2_Qa_CONWATER_2,-1.0,Skipped
W2_Qa_CONWATER_2,1.0,Not at all supportive
W2_Qa_CONWATER_2,2.0,Unsupportive
W2_Qa_CONWATER_2,3.0,Neither unsupportive nor supportive
W2_Qa_CONWATER_2,4.0,Supportive
W2_Qa_CONWATER_2,5.0,Very supportive
W2_Qa_CONWATER_3,-1.0,Skipped
W2_Qa_CONWATER_3,1.0,Not at all supportive
W2_Qa_CONWATER_3,2.0,Unsupportive
W2_Qa_CONWATER_3,3.0,Neither unsupportive nor supportive
W2_Qa_CONWATER_3,4.0,Supportive
W2_Qa_CONWATER_3,5.0,Very supportive
W2_Qa_CONWATER_4,-1.0,Skipped
W2_Qa_CONWATER_4,1.0,Not at all supportive
W2_Qa_CONWATER_4,2.0,Unsupportive
W2_Qa_CONWATER_4,3.0,Neither unsupportive nor supportive
W2_Qa_CONWATER_4,4.0,Supportive
W2_Qa_CONWATER_4,5.0,Very supportive
W2_Qa_CONWATER_5,-1.0,Skipped
W2_Qa_CONWATER_5,1.0,Not at all supportive
W2_Qa_CONWATER_5,2.0,Unsupportive
W2_Qa_CONWATER_5,3.0,Neither unsupportive nor supportive
W2_Qa_CONWATER_5,4.0,Supportive
W2_Qa_CONWATER_5,5.0,Very supportive
W2_Qb_CONCYBER_1,-1.0,Skipped
W2_Qb_CONCYBER_1,1.0,Not at all supportive
W2_Qb_CONCYBER_1,2.0,Unsupportive
W2_Qb_CONCYBER_1,3.0,Neither unsupportive nor supportive
W2_Qb_CONCYBER_1,4.0,Supportive
W2_Qb_CONCYBER_1,5.0,Very supportive
W2_Qb_CONCYBER_2,-1.0,Skipped
W2_Qb_CONCYBER_2,1.0,Not at all supportive
W2_Qb_CONCYBER_2,2.0,Unsupportive
W2_Qb_CONCYBER_2,3.0,Neither unsupportive nor supportive
W2_Qb_CONCYBER_2,4.0,Supportive
W2_Qb_CONCYBER_2,5.0,Very supportive
W2_Qb_CONCYBER_3,-1.0,Skipped
W2_Qb_CONCYBER_3,1.0,Not at all supportive
W2_Qb_CONCYBER_3,2.0,Unsupportive
W2_Qb_CONCYBER_3,3.0,Neither unsupportive nor supportive
W2_Qb_CONCYBER_3,4.0,Supportive
W2_Qb_CONCYBER_3,5.0,Very supportive
W2_Qb_CONCYBER_4,-1.0,Skipped
W2_Qb_CONCYBER_4,1.0,Not at all supportive
W2_Qb_CONCYBER_4,2.0,Unsupportive
W2_Qb_CONCYBER_4,3.0,Neither unsupportive nor supportive
W2_Qb_CONCYBER_4,4.0,Supportive
W2_Qb_CONCYBER_4,5.0,Very supportive
W2_Qb_CONCYBER_5,-1.0,Skipped
W2_Qb_CONCYBER_5,1.0,Not at all supportive
W2_Qb_CONCYBER_5,2.0,Unsupportive
W2_Qb_CONCYBER_5,3.0,Neither unsupportive nor supportive
W2_Qb_CONCYBER_5,4.0,Supportive
W2_Qb_CONCYBER_5,5.0,Very supportive
W2_Qc_CONHEALTH_1,-1.0,Skipped
W2_Qc_CONHEALTH_1,1.0,Not at all supportive
W2_Qc_CONHEALTH_1,2.0,Unsupportive
W2_Qc_CONHEALTH_1,3.0,Neither unsupportive nor supportive
W2_Qc_CONHEALTH_1,4.0,Supportive
W2_Qc_CONHEALTH_1,5.0,Very supportive
W2_Qc_CONHEALTH_2,-1.0,Skipped
W2_Qc_CONHEALTH_2,1.0,Not at all supportive
W2_Qc_CONHEALTH_2,2.0,Unsupportive
W2_Qc_CONHEALTH_2,3.0,Neither unsupportive nor supportive
W2_Qc_CONHEALTH_2,4.0,Supportive
W2_Qc_CONHEALTH_2,5.0,Very supportive
W2_Qc_CONHEALTH_3,-1.0,Skipped
W2_Qc_CONHEALTH_3,1.0,Not at all supportive
W2_Qc_CONHEALTH_3,2.0,Unsupportive
W2_Qc_CONHEALTH_3,3.0,Neither unsupportive nor supportive
W2_Qc_CONHEALTH_3,4.0,Supportive
W2_Qc_CONHEALTH_3,5.0,Very supportive
W2_Qc_CONHEALTH_4,-1.0,Skipped
W2_Qc_CONHEALTH_4,1.0,Not at all supportive
W2_Qc_CONHEALTH_4,2.0,Unsupportive
W2_Qc_CONHEALTH_4,3.0,Neither unsupportive nor supportive
W2_Qc_CONHEALTH_4,4.0,Supportive
W2_Qc_CONHEALTH_4,5.0,Very supportive
W2_Qc_CONHEALTH_5,-1.0,Skipped
W2_Qc_CONHEALTH_5,1.0,Not at all supportive
W2_Qc_CONHEALTH_5,2.0,Unsupportive
W2_Qc_CONHEALTH_5,3.0,Neither unsupportive nor supportive
W2_Qc_CONHEALTH_5,4.0,Supportive
W2_Qc_CONHEALTH_5,5.0,Very supportive
W2_Hope1,-1.0,Skipped
W2_Hope1,1.0,1 – Extremely worried
W2_Hope1,2.0,2
W2_Hope1,3.0,3 – Worried
W2_Hope1,4.0,4
W2_Hope1,5.0,5 – Neither hopeful nor worried
W2_Hope1,6.0,6
W2_Hope1,7.0,7 – Hopeful
W2_Hope1,8.0,8
W2_Hope1,9.0,9
W2_Hope1,10.0,10 – Extremely hopeful
W2_POLEFFA1_1,-1.0,Skipped
W2_POLEFFA1_1,1.0,Strongly disagree
W2_POLEFFA1_1,2.0,Disagree
W2_POLEFFA1_1,3.0,Neither agree nor disagree
